Nodes
217,"47-126",285.0,759.0
218,"64-56",387.0,339.0
219,"18-15",111.0,93.0
220,"102-71",615.0,429.0
221,"115-22",693.0,135.0
222,"102-109",615.0,657.0
223,"143-20",861.0,123.0
224,"118-71",711.0,429.0
225,"100-103",603.0,621.0
226,"129-100",777.0,603.0
227,"7-125",45.0,753.0
228,"94-67",567.0,405.0
229,"139-144",837.0,867.0
230,"59-6",357.0,39.0
231,"17-53",105.0,321.0
232,"92-34",555.0,207.0
233,"20-29",123.0,177.0
234,"70-142",423.0,855.0
235,"143-19",861.0,117.0
236,"49-50",297.0,303.0
237,"91-124",549.0,747.0
238,"15-123",93.0,741.0
239,"125-166",753.0,999.0
240,"160-143",963.0,861.0
241,"166-100",999.0,603.0
242,"160-92",963.0,555.0
243,"47-35",285.0,213.0
244,"90-114",543.0,687.0
245,"46-146",279.0,879.0
246,"133-97",801.0,585.0
247,"13-125",81.0,753.0
248,"139-7",837.0,45.0
249,"2-141",15.0,849.0
250,"123-144",741.0,867.0
251,"126-102",759.0,615.0
252,"127-91",765.0,549.0
253,"39-29",237.0,177.0
254,"54-148",327.0,891.0
255,"105-94",633.0,567.0
256,"101-1",609.0,9.0
257,"39-33",237.0,201.0
258,"12-33",75.0,201.0
259,"111-90",669.0,543.0
260,"106-138",639.0,831.0
261,"118-18",711.0,111.0
262,"59-7",357.0,45.0
263,"0-32",3.0,195.0
264,"149-42",897.0,255.0
265,"111-10",669.0,63.0
266,"109-23",657.0,141.0
267,"90-4",543.0,27.0
268,"163-45",981.0,273.0
269,"38-97",231.0,585.0
270,"29-135",177.0,813.0
271,"144-59",867.0,357.0
272,"118-78",711.0,471.0
273,"160-46",963.0,279.0
274,"86-140",519.0,843.0
275,"75-121",453.0,729.0
276,"55-145",333.0,873.0
277,"91-160",549.0,963.0
278,"95-6",573.0,39.0
279,"161-95",969.0,573.0
280,"72-142",435.0,855.0
281,"123-159",741.0,957.0
282,"112-113",675.0,681.0
283,"136-12",819.0,75.0
284,"106-57",639.0,345.0
285,"99-25",597.0,153.0
286,"63-13",381.0,81.0
287,"30-14",183.0,87.0
288,"100-130",603.0,783.0
289,"59-136",357.0,819.0
290,"22-106",135.0,639.0
291,"45-60",273.0,363.0
292,"13-37",81.0,225.0
293,"118-123",711.0,741.0
294,"133-62",801.0,375.0
295,"34-142",207.0,855.0
296,"162-37",975.0,225.0
297,"36-147",219.0,885.0
298,"113-84",681.0,507.0
299,"129-143",777.0,861.0
300,"81-123",489.0,741.0
301,"123-30",741.0,183.0
302,"73-10",441.0,63.0
303,"137-74",825.0,447.0
304,"138-124",831.0,747.0
305,"97-49",585.0,297.0
306,"114-140",687.0,843.0
307,"128-9",771.0,57.0
308,"160-119",963.0,717.0
309,"95-156",573.0,939.0
310,"24-113",147.0,681.0
311,"30-111",183.0,669.0
312,"19-10",117.0,63.0
313,"150-49",903.0,297.0
314,"152-87",915.0,525.0
315,"107-6",645.0,39.0
316,"45-104",273.0,627.0
317,"141-148",849.0,891.0
318,"74-18",447.0,111.0
319,"7-30",45.0,183.0
320,"82-122",495.0,735.0
321,"110-37",663.0,225.0
322,"96-64",579.0,387.0
323,"89-24",537.0,147.0
324,"109-54",657.0,327.0
325,"25-160",153.0,963.0
326,"97-156",585.0,939.0
327,"6-48",39.0,291.0
328,"10-160",63.0,963.0
329,"80-162",483.0,975.0
330,"147-162",885.0,975.0
331,"152-159",915.0,957.0
332,"36-93",219.0,561.0
333,"73-46",441.0,279.0
334,"93-68",561.0,411.0
335,"101-52",609.0,315.0
336,"132-79",795.0,477.0
337,"67-141",405.0,849.0
338,"39-165",237.0,993.0
339,"152-152",915.0,915.0
340,"101-90",609.0,543.0
341,"51-37",309.0,225.0
342,"4-1",27.0,9.0
343,"52-94",315.0,567.0
344,"37-71",225.0,429.0
345,"91-35",549.0,213.0
346,"50-163",303.0,981.0
347,"123-143",741.0,861.0
348,"54-66",327.0,399.0
349,"26-147",159.0,885.0
350,"25-31",153.0,189.0
351,"2-153",15.0,921.0
352,"147-33",885.0,201.0
353,"94-68",567.0,411.0
354,"52-107",315.0,645.0
355,"77-154",465.0,927.0
356,"137-22",825.0,135.0
357,"156-55",939.0,333.0
358,"6-75",39.0,453.0
359,"137-106",825.0,639.0
360,"47-118",285.0,711.0
361,"70-74",423.0,447.0
362,"67-44",405.0,267.0
363,"11-66",69.0,399.0
364,"149-157",897.0,945.0
365,"74-82",447.0,495.0
366,"56-15",339.0,93.0
367,"84-0",507.0,3.0
368,"66-145",399.0,873.0
369,"101-80",609.0,483.0
370,"104-118",627.0,711.0
371,"78-142",471.0,855.0
372,"100-99",603.0,597.0
373,"14-81",87.0,489.0
374,"114-25",687.0,153.0
375,"156-30",939.0,183.0
376,"131-98",789.0,591.0
377,"132-152",795.0,915.0
378,"10-5",63.0,33.0
379,"7-166",45.0,999.0
380,"71-54",429.0,327.0
381,"152-39",915.0,237.0
382,"143-73",861.0,441.0
383,"125-89",753.0,537.0
384,"15-34",93.0,207.0
385,"112-46",675.0,279.0
386,"80-124",483.0,747.0
387,"10-60",63.0,363.0
388,"124-2",747.0,15.0
389,"34-107",207.0,645.0
390,"31-35",189.0,213.0
391,"67-121",405.0,729.0
392,"132-145",795.0,873.0
393,"133-70",801.0,423.0
394,"150-25",903.0,153.0
395,"27-145",165.0,873.0
396,"105-78",633.0,471.0
397,"21-86",129.0,519.0
398,"68-107",411.0,645.0
399,"124-45",747.0,273.0
400,"108-20",651.0,123.0
401,"23-158",141.0,951.0
402,"146-60",879.0,363.0
403,"120-97",723.0,585.0
404,"62-28",375.0,171.0
405,"114-56",687.0,339.0
406,"78-1",471.0,9.0
407,"125-11",753.0,69.0
408,"123-98",741.0,591.0
409,"141-141",849.0,849.0
410,"153-102",921.0,615.0
411,"141-84",849.0,507.0
412,"9-102",57.0,615.0
413,"92-38",555.0,231.0
414,"108-46",651.0,279.0
415,"120-57",723.0,345.0
416,"157-33",945.0,201.0
417,"75-131",453.0,789.0
418,"149-94",897.0,567.0
419,"144-85",867.0,513.0
420,"149-1",897.0,9.0
421,"31-106",189.0,639.0
422,"51-47",309.0,285.0
423,"44-31",267.0,189.0
424,"80-163",483.0,981.0
425,"5-96",33.0,579.0
426,"82-101",495.0,609.0
427,"32-138",195.0,831.0
428,"79-166",477.0,999.0
429,"63-8",381.0,51.0
430,"61-137",369.0,825.0
431,"89-132",537.0,795.0
432,"111-19",669.0,117.0
433,"125-45",753.0,273.0
434,"77-9",465.0,57.0
435,"95-132",573.0,795.0
436,"45-151",273.0,909.0
437,"128-116",771.0,699.0
438,"165-111",993.0,669.0
439,"65-119",393.0,717.0
440,"149-132",897.0,795.0
441,"118-92",711.0,555.0
442,"76-39",459.0,237.0
443,"92-54",555.0,327.0
444,"93-17",561.0,105.0
445,"26-155",159.0,933.0
446,"124-63",747.0,381.0
447,"52-163",315.0,981.0
448,"15-141",93.0,849.0
449,"13-13",81.0,81.0
450,"81-165",489.0,993.0
451,"49-106",297.0,639.0
452,"120-6",723.0,39.0
453,"100-84",603.0,507.0
454,"98-90",591.0,543.0
455,"162-67",975.0,405.0
456,"35-39",213.0,237.0
457,"92-44",555.0,267.0
458,"96-0",579.0,3.0
459,"77-49",465.0,297.0
460,"5-127",33.0,765.0
461,"156-150",939.0,903.0
462,"31-132",189.0,795.0
463,"28-121",171.0,729.0
464,"30-61",183.0,369.0
465,"151-50",909.0,303.0
466,"110-7",663.0,45.0
467,"22-113",135.0,681.0
468,"153-24",921.0,147.0
469,"29-23",177.0,141.0
470,"142-61",855.0,369.0
471,"111-103",669.0,621.0
472,"37-98",225.0,591.0
473,"22-98",135.0,591.0
474,"89-58",537.0,351.0
475,"122-70",735.0,423.0
476,"142-100",855.0,603.0
477,"164-127",987.0,765.0
478,"83-102",501.0,615.0
479,"131-64",789.0,387.0
480,"44-136",267.0,819.0
481,"1-31",9.0,189.0
482,"88-24",531.0,147.0
483,"99-158",597.0,951.0
484,"79-152",477.0,915.0
485,"36-23",219.0,141.0
486,"115-6",693.0,39.0
487,"36-76",219.0,459.0
488,"41-25",249.0,153.0
489,"119-77",717.0,465.0
490,"141-89",849.0,537.0
491,"136-38",819.0,231.0
492,"132-141",795.0,849.0
493,"40-69",243.0,417.0
494,"39-163",237.0,981.0
495,"126-84",759.0,507.0
496,"13-85",81.0,513.0
497,"70-66",423.0,399.0
498,"145-144",873.0,867.0
499,"102-111",615.0,669.0
Edges
0,420,181
0,468,243
0,406,247
1,207,197
1,173,235
1,448,132
2,378,30
2,287,160
2,219,99
2,233,170
2,38,19
3,449,139
4,103,158
4,251,237
4,376,249
4,260,216
5,93,85
5,256,156
5,130,14
5,130,14
6,86,155
6,298,212
6,107,186
7,183,189
7,365,129
7,269,237
7,474,174
8,352,191
9,148,82
10,326,81
11,376,135
11,98,116
11,475,140
11,237,234
12,308,144
12,359,158
12,477,148
13,330,221
13,103,180
13,498,152
13,175,248
13,104,223
14,285,236
14,163,217
14,100,248
14,100,248
15,130,214
15,105,209
15,56,211
15,143,138
16,18,247
16,450,49
16,260,174
16,10,151
16,137,202
17,469,117
17,456,193
18,83,233
18,484,217
18,30,206
18,360,247
18,98,123
19,90,146
19,121,89
20,39,234
20,37,209
20,385,199
20,168,175
21,196,199
21,9,238
21,257,193
22,472,217
22,143,183
23,11,128
23,370,247
23,376,66
24,186,60
25,148,202
26,266,227
27,336,128
27,416,190
27,476,247
27,242,235
28,112,139
28,274,163
29,100,6
29,284,130
29,206,164
29,232,174
30,111,243
31,471,246
31,279,119
31,241,116
31,293,209
31,208,35
32,416,84
33,104,78
33,298,121
34,137,174
34,280,232
34,290,157
35,241,184
35,168,85
36,42,182
36,325,247
36,368,103
36,274,193
37,7,130
37,413,145
37,163,194
37,228,84
37,334,82
38,263,157
39,164,236
39,206,194
39,453,200
39,157,135
40,68,243
40,221,47
40,413,171
40,374,60
41,330,169
41,260,170
42,18,196
42,360,120
43,174,200
44,64,146
44,14,97
44,459,244
44,64,146
45,275,164
45,167,223
45,337,118
46,11,215
46,343,150
46,354,149
46,320,132
46,353,226
47,432,208
47,420,146
47,92,135
48,205,95
49,171,199
49,357,234
49,301,33
49,232,219
50,319,242
50,473,187
50,209,164
50,291,139
51,280,225
51,435,78
51,484,212
52,16,111
53,358,195
53,21,175
54,91,14
54,349,164
54,445,141
55,383,222
55,20,240
55,381,122
55,129,230
56,414,174
56,120,187
56,429,182
56,107,236
57,352,103
58,120,127
59,131,215
59,4,177
60,111,109
60,460,196
60,188,232
60,167,167
61,47,183
61,96,170
61,283,195
61,85,132
62,361,43
62,474,183
63,357,202
63,402,158
63,357,202
64,177,240
64,44,146
65,196,134
65,270,197
65,205,202
66,278,226
66,278,226
66,374,130
66,115,105
66,414,245
67,198,223
67,341,198
67,258,102
68,32,196
69,311,138
69,310,140
70,43,247
70,140,44
71,331,62
71,239,225
71,175,180
72,243,223
72,486,227
72,161,229
72,324,230
73,374,52
73,323,196
74,92,159
75,99,175
76,353,246
76,343,103
76,474,239
77,293,212
77,246,86
77,228,210
78,399,154
78,416,164
78,57,240
79,7,173
79,149,137
80,71,55
80,103,175
80,103,175
80,377,174
81,459,159
81,204,138
81,191,177
81,204,138
82,404,181
83,43,150
83,484,159
83,89,179
83,447,146
84,256,187
84,232,231
84,40,103
85,335,147
85,49,194
85,171,31
85,335,147
86,15,211
86,334,175
86,323,91
86,466,227
87,244,104
87,208,239
87,89,160
87,11,163
88,295,164
88,140,200
89,288,91
89,106,179
90,425,137
90,182,130
91,247,232
91,247,232
92,385,202
93,72,111
93,56,97
93,92,214
93,202,85
94,411,215
94,478,150
94,275,248
94,475,175
95,268,163
96,441,240
96,455,149
97,197,132
97,40,37
97,84,111
97,267,158
98,361,191
99,310,154
100,125,179
100,58,213
101,148,167
101,1,81
101,401,210
101,395,167
102,197,230
102,78,55
102,314,181
102,168,121
103,304,236
103,12,190
103,80,175
104,471,76
104,222,140
105,165,213
105,366,168
105,292,160
105,319,155
106,275,90
107,143,116
108,92,234
109,449,226
109,318,179
109,286,107
110,151,209
110,4,178
110,440,229
111,412,207
111,254,185
111,249,175
112,140,169
112,288,144
113,355,92
113,368,14
113,326,207
114,444,103
114,130,86
115,74,227
115,452,24
115,265,39
116,347,103
116,293,30
116,306,97
117,487,241
117,255,188
118,30,142
118,290,219
118,467,200
118,42,143
118,247,240
119,198,171
119,451,181
119,75,242
120,14,41
120,181,232
121,238,171
121,354,120
121,128,194
121,358,225
122,113,137
122,467,191
122,90,197
123,174,238
123,309,67
124,373,248
124,99,175
124,247,26
124,43,238
124,389,170
125,272,140
125,474,158
125,301,158
125,491,163
125,143,241
126,484,235
126,282,186
127,376,95
127,383,160
127,87,202
127,376,95
128,142,219
128,50,179
128,201,141
129,437,196
129,203,145
130,253,249
130,323,137
130,286,76
131,329,110
131,112,86
132,66,191
132,465,94
132,381,30
132,8,199
133,438,196
133,409,38
134,199,183
134,390,197
134,312,130
134,481,54
135,489,133
135,491,153
135,393,132
136,212,189
136,212,189
137,494,103
137,217,159
138,311,209
138,9,142
139,210,212
139,435,247
139,274,175
140,131,238
140,451,231
141,392,173
141,308,217
141,146,134
141,41,245
142,249,103
142,187,179
142,467,111
143,266,242
144,157,144
144,362,209
145,327,107
145,422,223
145,327,107
145,269,245
145,48,109
146,141,134
146,492,187
146,185,90
147,168,177
147,226,218
148,101,167
148,142,143
148,238,117
148,192,170
148,217,214
149,481,210
149,24,154
149,209,181
149,404,225
150,321,157
150,356,164
150,301,132
150,86,214
151,146,65
151,438,194
151,175,76
152,222,116
152,226,56
153,188,129
153,417,200
153,137,119
154,434,233
154,400,46
155,87,193
155,298,164
156,390,163
156,449,130
157,81,153
157,380,114
157,284,189
157,150,247
158,317,137
159,247,211
159,386,193
160,241,223
160,241,223
161,469,135
161,26,181
162,320,157
162,370,44
162,483,212
163,399,188
164,145,219
164,421,160
165,262,249
165,319,248
165,190,44
165,145,194
166,331,232
166,12,132
166,116,225
166,410,120
166,151,128
167,237,238
167,430,65
167,480,57
167,113,116
168,408,210
168,294,34
168,284,194
169,352,135
169,336,230
169,393,190
170,79,205
170,243,229
170,278,196
170,218,170
171,489,114
171,322,199
171,197,199
172,260,181
172,36,135
173,207,74
173,395,120
174,436,18
174,106,242
174,234,155
175,4,128
175,392,199
175,141,146
175,241,188
175,409,140
176,126,19
176,225,143
176,371,180
176,94,202
177,406,135
177,457,239
178,188,129
178,172,245
178,69,232
179,12,214
179,77,85
179,418,175
179,446,235
180,81,239
180,231,72
181,474,249
181,232,104
182,343,189
182,25,107
183,291,201
183,422,120
183,86,148
183,157,94
184,485,79
184,262,101
184,236,231
184,109,70
184,406,221
185,461,196
185,141,223
185,251,237
186,189,120
186,473,204
186,65,241
187,174,165
187,227,181
188,118,48
188,355,199
188,90,249
189,148,180
189,119,176
189,472,242
190,348,145
190,422,79
190,183,188
191,202,195
191,120,124
191,202,195
191,444,183
192,290,152
192,451,184
192,439,221
192,118,142
192,445,152
193,361,221
193,472,187
193,350,223
194,10,147
195,203,229
195,361,73
196,460,241
196,21,199
196,121,199
196,311,217
197,177,227
197,323,248
197,301,44
198,65,192
198,231,207
198,67,223
198,365,223
199,327,44
199,48,166
199,488,226
199,464,122
200,20,158
200,441,127
200,255,204
200,410,150
200,411,25
201,231,115
201,390,234
201,290,205
201,48,78
202,433,238
202,322,248
202,413,90
203,334,55
203,220,24
204,181,238
205,387,102
205,7,238
205,148,193
205,422,230
206,369,68
206,320,215
206,179,188
206,100,162
207,36,229
207,192,135
208,147,181
208,282,206
208,146,174
209,75,92
209,481,120
209,189,174
210,293,175
210,28,207
210,237,113
211,362,238
211,39,130
211,179,239
211,179,239
212,30,112
212,325,187
213,448,108
213,254,232
213,121,156
214,383,99
214,102,232
214,476,43
214,411,54
215,365,166
215,353,30
215,37,75
215,228,24
216,176,164
216,246,179
217,473,226
217,439,116
218,72,214
219,44,171
219,109,202
220,457,173
220,453,79
220,96,236
220,125,124
220,399,205
221,114,210
221,40,47
221,47,181
221,267,185
222,441,141
222,274,210
222,383,183
222,255,92
223,68,140
223,433,185
223,0,180
224,411,159
224,168,118
225,13,235
225,320,158
225,495,194
225,127,245
225,195,213
226,471,110
226,206,228
226,129,112
226,294,230
227,412,139
227,467,116
227,360,244
227,462,150
227,467,116
228,135,156
228,203,48
228,336,240
228,76,248
229,208,215
229,13,119
229,80,141
230,130,91
230,287,181
231,387,60
231,75,82
231,50,92
232,120,219
232,202,66
232,79,248
232,72,73
233,58,231
233,38,176
233,422,216
234,480,161
235,0,177
235,486,186
236,341,79
236,15,86
236,233,215
237,126,90
237,52,162
237,152,219
237,206,217
238,43,210
238,397,225
238,290,111
238,311,116
238,196,228
239,392,133
239,110,31
240,409,115
240,31,194
241,242,60
241,314,115
241,419,160
241,160,223
242,393,209
242,185,157
243,434,239
243,287,163
244,152,194
244,234,207
245,188,155
245,88,90
245,354,237
245,217,121
246,340,197
246,359,60
246,419,98
246,31,141
246,31,141
247,310,98
247,332,237
247,101,52
247,349,154
248,68,217
248,491,187
248,40,183
248,416,190
249,173,119
249,325,179
250,175,247
250,162,150
250,440,172
251,479,230
251,408,30
252,471,120
252,282,160
252,246,51
253,165,109
253,161,121
254,111,185
254,450,192
255,489,133
255,393,222
255,361,242
255,437,191
255,237,199
256,56,164
256,73,212
257,143,236
257,50,226
258,378,169
258,449,121
258,156,200
258,341,236
259,33,84
259,11,6
259,495,97
259,383,85
260,281,163
260,176,230
261,170,229
261,221,30
262,156,151
263,449,139
263,180,116
263,17,99
264,273,71
265,302,228
265,150,9
265,47,223
265,414,217
265,84,108
266,47,217
266,92,108
266,170,167
266,285,62
267,97,158
267,285,138
268,168,201
268,382,207
268,455,133
268,479,224
268,197,223
269,397,122
269,182,157
270,295,52
270,289,181
270,217,121
271,394,208
271,405,181
271,495,185
271,132,159
272,96,174
272,382,153
273,479,205
273,446,239
273,27,149
273,74,166
274,280,85
274,289,164
275,439,62
275,45,164
275,42,150
275,337,130
276,83,37
276,354,229
276,430,60
277,210,113
277,329,68
277,450,68
278,434,110
278,486,120
278,170,196
278,232,169
279,495,221
279,127,159
279,314,73
280,391,130
280,337,31
281,326,158
281,12,192
281,317,127
281,377,69
282,13,149
282,260,155
283,388,94
283,381,189
283,433,209
283,68,188
284,385,76
284,206,202
284,415,84
284,385,76
285,26,187
285,286,228
285,321,98
285,61,142
286,236,238
286,232,215
287,67,213
287,38,175
287,319,169
287,449,103
288,293,116
288,478,197
288,371,151
288,140,108
289,234,76
289,43,140
289,122,73
289,428,217
290,19,145
290,425,119
291,67,167
291,183,201
291,341,143
292,387,140
292,184,235
292,199,78
293,162,61
293,226,153
294,272,132
294,403,225
294,132,209
295,187,117
295,389,210
295,213,122
296,271,171
296,32,97
296,248,227
296,375,56
296,468,95
297,427,60
297,463,164
297,430,162
297,122,142
298,206,123
298,95,226
298,29,214
298,225,139
298,369,76
299,229,61
299,116,111
299,339,149
299,208,229
299,309,219
300,430,147
300,43,198
300,51,171
300,172,107
300,116,247
301,266,94
301,47,136
301,271,215
301,415,163
302,163,187
302,413,204
302,86,202
303,490,94
303,11,189
304,288,231
304,87,191
304,146,154
304,151,153
305,459,120
306,320,221
307,264,235
307,466,109
307,61,190
307,321,200
307,444,216
308,166,14
308,418,164
308,331,245
308,242,162
308,147,217
309,16,62
309,492,240
309,326,12
309,347,186
309,386,213
310,19,136
310,128,192
311,332,114
311,395,205
311,290,57
312,38,105
312,204,222
313,61,202
313,375,120
313,200,219
313,96,86
314,419,50
314,168,155
314,382,100
314,31,151
315,61,209
316,332,86
316,34,154
316,473,143
317,103,100
318,457,190
318,423,197
319,134,60
319,257,193
319,423,223
320,309,219
321,157,175
321,264,236
321,265,163
321,432,109
321,385,56
322,129,183
322,369,101
322,224,139
323,114,139
323,324,217
323,362,179
324,393,174
324,221,196
324,497,245
325,173,79
325,238,230
325,448,129
325,136,24
325,153,182
326,347,175
326,417,200
326,59,225
327,485,235
327,373,204
327,105,238
327,373,204
328,124,228
328,448,118
329,139,78
329,139,78
330,141,84
330,12,185
331,158,175
331,175,179
332,389,85
332,53,79
332,148,122
332,398,210
333,211,205
333,457,115
333,15,121
333,170,90
334,155,149
334,7,193
334,206,120
334,362,213
334,324,128
335,457,73
336,228,240
336,102,191
336,405,176
336,359,165
337,484,98
337,439,133
337,254,89
338,254,137
338,270,190
338,328,177
339,240,73
339,331,42
339,347,183
340,87,166
340,403,122
340,322,159
341,232,247
341,120,86
341,257,76
342,258,198
342,134,128
343,463,217
343,148,207
343,182,189
343,118,187
344,363,159
344,291,82
344,148,226
345,114,206
345,107,221
345,366,242
345,413,19
346,187,202
346,52,179
346,427,185
346,337,167
347,12,122
347,141,228
347,250,6
348,362,154
348,46,249
348,344,107
348,253,240
348,269,210
349,173,107
349,30,247
350,14,211
350,485,82
350,105,98
351,187,96
351,142,172
351,460,158
351,297,208
352,221,204
352,394,52
352,446,227
352,307,184
352,416,60
353,399,227
353,155,150
353,228,6
354,348,247
355,51,229
355,435,171
356,132,134
356,452,141
356,414,226
356,296,175
357,171,166
357,352,143
357,479,160
357,200,204
358,201,81
358,344,188
358,373,60
358,496,74
359,489,205
360,90,156
360,43,22
360,451,73
360,289,130
360,478,237
361,353,149
361,157,226
361,354,226
361,7,77
361,170,240
362,497,134
